CustomerId;Surname;Gender;Age;Salary;HasCreditCard;IsActiveMember
15626012;Obidimkpa;Male;26;50016.17;0;0
15626040;McDonald;Male;63;27166.75;0;1
15626042;Webb;Female;26;93255.85;1;1
15626044;Lettiere;Male;28;106024.02;1;1
15626114;Pearson;Male;24;46170.75;1;0
15626135;Combes;Male;34;155495.63;1;0
15626141;Fedorov;Female;26;19921.72;1;1
15626143;Talbot;Male;37;99692.65;1;1
15626144;Chu;Male;40;34577.36;1;0
15626147;Maclean;Female;62;175836.03;0;0
15626156;Galloway;Female;60;86981.45;1;1
15626212;Wark;Male;29;166984.44;1;1
15626233;Onyekachi;Female;32;151978.36;1;1
15626243;Chijioke;Male;30;31406.93;1;1
15626322;Lees;Female;29;164756.81;1;0
15626383;Tang;Male;60;30314.04;0;1
15626385;George;Female;33;49672.01;1;1
15626412;Mort;Male;39;81409.00;1;1
15626414;Russell;Male;44;151516.70;1;0
15626452;Beatham;Male;32;147720.27;1;1
15626457;Zetticci;Male;31;172096.08;1;0
15626474;Onyemere;Female;31;4802.25;1;0
15626475;Gamble;Male;30;140889.32;1;1
15626485;Lu;Female;26;23703.52;1;1
15626491;Hughes;Female;45;47349.00;0;1
15626507;Chukwubuikem;Male;27;183271.15;1;0
15626578;Milne;Male;26;153237.59;1;1
15626608;Howarde;Male;48;85646.41;0;1
15626612;Yin;Male;40;135163.76;1;0
15626628;Tretiakova;Female;31;127630.88;1;0
15626679;Linger;Male;33;59103.13;0;1
15626684;Huang;Female;38;159207.34;0;1
15626710;Yudina;Female;39;76821.24;1;1
15626742;Carpenter;Male;36;117140.41;1;1
15626787;Wei;Female;31;115337.74;0;0
15626795;Gorman;Female;40;113171.61;1;0
15626806;Labrador;Female;32;40652.33;1;1
15626882;Stobie;Male;37;48233.75;1;1
15626898;Teng;Male;30;144407.10;0;0
15626900;Kung;Male;29;93839.30;1;1
15626948;Butcher;Female;42;153342.38;1;0
15626983;Ledford;Female;48;40062.99;1;1
15626985;Yefremova;Female;39;105886.77;1;0
15627000;Freeman;Male;40;62232.60;1;0
15627002;Taylor;Male;38;139059.05;1;1
15627027;Shih;Male;39;114388.98;1;1
15627042;Reilly;Female;26;93122.41;1;0
15627162;Blesing;Male;27;105291.26;1;0
15627185;Terry;Male;29;141558.04;1;0
15627190;Lettiere;Male;51;68021.90;1;1
15627195;Parrott;Male;26;22095.73;1;0
15627203;Hsu;Male;54;175749.36;1;1
15627212;Smith;Female;36;48984.95;1;1
15627220;Kang;Female;43;184570.04;0;0
15627232;Jibunoh;Male;44;77830.36;1;1
15627251;Tsui;Male;34;193209.11;1;1
15627262;Soto;Male;23;120661.71;1;0
15627298;Vinogradova;Male;37;86490.09;1;0
15627305;Pan;Male;35;106837.06;1;0
15627328;Millar;Female;26;54869.54;1;1
15627352;Bulgakov;Male;46;4969.13;1;0
15627360;Fuller;Male;42;110265.24;1;0
15627365;Calabresi;Male;46;184350.78;1;1
15627377;Sabbatini;Male;41;99136.49;1;1
15627385;Uwaezuoke;Male;34;137001.10;1;1
15627395;Manners;Male;41;49667.28;1;1
15627412;Ferri;Male;39;199390.45;1;0
15627439;Pickering;Female;36;186180.42;0;1
15627484;Obielumani;Female;47;124170.90;1;0
15627514;Short;Female;46;104902.68;0;1
15627517;Taylor;Male;27;167522.19;0;0
15627630;Chiagoziem;Female;41;96069.82;1;0
15627637;Obioma;Male;23;63446.47;1;0
15627665;Sung;Male;46;74379.57;1;0
15627697;Alekseyeva;Male;34;21497.27;0;1
15627699;Pirogova;Male;32;190019.61;1;0
15627741;Heath;Female;29;31613.35;1;1
15627801;Ginikanwa;Male;33;94670.77;1;0
15627830;Nikitina;Female;30;141446.01;0;1
15627840;Toscano;Female;42;91981.85;0;1
15627847;Woronoff;Male;40;136985.08;1;0
15627848;Tsui;Male;38;102665.92;1;0
15627854;Mai;Male;44;135077.01;1;1
15627859;Nebeolisa;Male;29;163257.44;1;0
15627876;Pavlova;Female;47;63051.32;1;0
15627881;Diehl;Male;30;47536.46;1;1
15627971;Coates;Female;32;16281.94;0;0
15627995;Angelo;Female;26;135034.57;0;1
15627999;Kung;Male;30;83090.35;1;0
15628007;Genovese;Male;33;53379.52;0;0
15628008;Monds;Female;29;112202.64;0;0
15628034;Wilder;Female;37;23971.33;1;1
15628059;DeRose;Male;61;191370.97;1;1
15628112;Hughes;Female;36;99805.99;0;0
15628123;Robinson;Female;28;145157.97;0;1
15628144;Soares;Female;72;27448.33;0;1
15628145;Forwood;Female;43;193318.33;1;1
15628155;Dike;Female;35;109733.73;1;1
15628170;Brown;Female;32;143287.58;1;0
15628203;Pai;Female;38;119882.86;0;0
15628205;Greco;Female;34;195651.66;0;1
15628219;Benson;Female;37;110359.68;1;1
15628272;Singh;Female;36;75304.09;1;0
15628274;Ferri;Male;35;42143.55;1;0
15628279;Murphy;Female;38;163666.85;1;1
15628292;Lucchesi;Male;32;151677.31;1;1
15628298;Johnstone;Female;47;179227.12;1;0
15628303;Thurgood;Male;35;15650.73;1;1
15628308;Akubundu;Female;24;13159.90;1;1
15628319;Walker;Female;28;38190.78;1;0
15628420;Alekseeva;Male;33;150422.35;0;0
15628523;Chien;Female;24;198161.07;1;1
15628530;Booth;Male;42;88890.75;0;0
15628558;Pan;Female;44;75408.24;1;1
15628583;Iweobiegbunam;Female;30;161388.22;0;1
15628600;Lee;Female;31;194257.11;1;1
15628674;Iadanza;Male;40;31904.31;1;0
15628697;Tung;Male;46;93503.02;0;1
15628715;Kisch;Female;36;69676.55;1;1
15628767;Hotchin;Female;63;175696.16;1;1
15628813;King;Female;43;9241.78;1;0
15628824;Burton;Female;37;183542.08;0;1
15628863;Calabresi;Male;38;38020.05;1;1
15628886;Matlock;Male;56;60590.72;1;1
15628893;Power;Male;29;66367.33;1;0
15628904;Bowen;Male;35;45959.86;1;1
15628936;Archer;Male;28;16064.25;0;0
15628947;Praed;Female;38;78133.48;0;0
15628950;Coates;Male;25;114774.35;1;0
15628963;Frolova;Male;43;111249.62;1;1
15628972;Nebeolisa;Male;32;127443.82;1;1
15628992;Esposito;Male;32;54416.18;0;0
15628999;Townsend;Male;79;104222.80;1;1
15629002;Hamilton;Male;36;180693.61;1;1
15629010;Beam;Female;35;183584.14;1;1
15629078;Matthias;Female;45;192744.23;1;1
15629094;Fomin;Female;36;149912.28;1;1
15629117;Harper;Male;28;19834.32;1;0
15629128;Mamelu;Male;42;162865.52;1;1
15629133;Black;Female;27;126838.70;1;0
15629150;Lucchese;Female;37;70810.80;1;0
15629187;Titheradge;Male;38;9238.35;1;0
15629244;Bryant;Male;50;54560.79;0;0
15629273;Lin;Male;42;193471.74;1;0
15629299;Yang;Female;52;23548.45;1;1
15629323;Kelechi;Female;37;175324.74;1;0
15629338;Collingridge de Tourcey;Female;31;103644.98;1;0
15629390;Liao;Male;37;144880.81;1;0
15629448;Brady;Male;38;92816.86;1;0
15629475;Clark;Male;41;158973.77;1;0
15629511;Lavrentiev;Male;49;123499.27;1;0
15629519;Yen;Female;37;48357.90;1;1
15629545;Buckley;Female;41;86776.38;0;0
15629551;Cattaneo;Female;44;110718.02;0;1
15629575;Wheare;Male;36;179128.69;1;0
15629603;Chuang;Male;31;43196.50;1;1
15629617;Cook;Male;23;67040.12;0;1
15629677;Distefano;Female;39;188150.60;0;0
15629739;Hartley;Female;31;90384.26;1;1
15629744;Tan;Female;71;147995.96;0;1
15629750;Artyomova;Male;35;64771.61;1;0
15629787;Tu;Male;27;44435.76;0;0
15629793;Banks;Male;28;198251.52;1;0
15629846;Sheehan;Female;47;108977.50;1;0
15629885;Wilson;Female;33;183983.82;1;0
15629985;Eidson;Female;47;103379.31;0;0
15630053;Tsao;Male;45;87107.57;1;0
15630106;Lo;Male;29;55389.59;1;0
15630113;Morphett;Male;35;20008.46;1;1
15630167;Gibson;Female;39;120612.11;1;1
15630195;Johnstone;Female;40;49815.62;1;1
15630241;Tretyakova;Male;61;192434.11;1;1
15630244;Chu;Male;40;150757.35;1;0
15630321;Hu;Male;44;86935.08;1;0
15630328;Bird;Female;48;43250.30;1;1
15630349;Hollis;Male;23;117832.39;1;0
15630363;Nkemakonam;Female;39;22191.82;0;0
15630402;Nebechukwu;Female;31;5719.11;0;1
15630413;Howarth;Female;41;72462.25;1;1
15630419;Davis;Male;44;57121.51;1;0
15630466;Maclean;Male;45;125110.02;0;0
15630511;Picot;Female;33;164074.89;1;0
15630551;Forbes;Male;33;7035.36;1;1
15630580;Y?;Male;34;27097.82;1;1
15630592;Sanders;Female;45;95273.73;1;0
15630617;Lo Duca;Male;36;113033.73;1;1
15630641;Shao;Female;37;41516.44;1;1
15630661;Vasilyev;Female;25;58965.04;1;0
15630698;Hay;Female;55;51548.14;0;1
15630704;Haworth;Male;32;177092.16;1;0
15630709;Castiglione;Female;31;2181.94;0;0
15630725;Johnson;Female;45;173365.90;1;0
15630857;Wu;Female;39;9574.83;1;1
15630910;Treacy;Female;49;47125.11;0;0
15630913;Rosas;Female;69;134260.34;0;1
15630920;Du Cane;Male;34;78560.64;0;0
15631054;Volkova;Female;24;180969.55;1;1
15631063;Trentino;Female;33;72945.32;1;0
15631070;Gerasimova;Male;55;137674.96;1;1
15631072;Huie;Male;38;55034.02;0;1
15631159;H?;Male;41;142514.66;1;1
15631162;Bergamaschi;Male;32;196342.66;0;1
15631170;Clements;Male;45;30793.61;1;1
15631189;Riggs;Male;38;78566.64;1;0
15631201;Hill;Female;28;1801.77;1;0
15631217;Young;Male;40;33607.72;0;1
15631222;Cattaneo;Female;39;70665.16;1;1
15631240;Dubinina;Female;36;12096.61;1;1
15631267;Lu;Male;50;130910.78;1;1
15631305;Franklin;Female;28;60843.09;1;0
15631310;Hsieh;Female;53;91406.62;1;1
15631333;Wade;Female;25;42410.21;1;0
15631339;Adams;Male;28;174435.48;1;0
15631359;Daluchi;Female;38;85231.88;0;0
15631392;Douglas;Male;43;82081.35;0;1
15631406;Munro;Male;50;155721.15;1;0
15631436;Gleeson;Male;35;158937.55;1;0
15631451;Grant;Female;28;69056.26;1;1
15631457;Asher;Male;37;173386.95;0;1
15631460;Swift;Female;42;128449.33;1;1
15631481;Thomson;Male;51;172200.91;1;1
15631512;Schneider;Female;26;42330.58;1;0
15631603;Ponomaryova;Male;32;26476.18;1;1
15631639;Uspensky;Female;40;179964.55;0;1
15631681;Jibunoh;Female;43;85523.24;0;1
15631685;Lambert;Male;60;57061.71;0;1
15631693;Hill;Male;36;74760.32;1;1
15631709;Ginikanwa;Female;31;45033.75;1;0
15631721;Millar;Male;38;103511.26;0;1
15631739;Dunn;Male;24;127654.37;1;1
15631756;Tuan;Female;35;109029.72;0;0
15631800;Pagnotto;Male;37;75698.44;0;0
15631813;Beneventi;Male;39;58883.91;1;1
15631838;Findlay;Male;61;8643.21;0;1
15631848;Grover;Female;26;146785.44;1;1
15631868;Robertson;Male;36;87213.33;1;1
15631871;Kelly;Female;57;104379.36;1;1
15631882;Yeh;Male;45;129870.93;0;0
15631912;T'ao;Male;30;54113.38;1;0
15631927;Thomas;Female;28;185660.30;0;0
15632010;Chia;Male;33;77216.48;1;0
15632050;Liebe;Female;41;86927.53;1;0
15632051;Douglas;Female;42;63092.65;1;0
15632069;Kazantsev;Male;39;144496.07;1;0
15632079;Hardy;Female;37;45985.52;1;0
15632118;Pirozzi;Male;45;141970.02;1;0
15632125;Blake;Male;45;93707.80;1;1
15632143;Lung;Male;31;149740.22;0;0
15632185;Yermolayev;Female;42;71359.78;1;0
15632210;Hill;Male;25;22745.50;1;0
15632256;Schroeder;Male;29;86173.92;0;0
15632263;Pagnotto;Male;30;137793.35;1;0
15632264;Kay;Female;34;26260.98;1;0
15632272;Lung;Female;42;92664.09;1;0
15632275;Trevisano;Male;29;126336.72;1;0
15632280;Toth;Female;53;125692.07;1;0
15632324;Pisani;Male;59;162347.05;1;1
15632344;Jones;Female;42;47160.01;1;0
15632345;Tuan;Female;35;44830.71;1;0
15632365;Booth;Male;33;77737.86;0;0
15632439;Pinto;Female;39;47455.82;0;1
15632446;Allan;Male;24;180329.83;0;0
15632472;Scott;Female;32;57323.18;0;1
15632503;Meng;Female;32;191604.27;1;0
15632521;Cattaneo;Male;45;150856.38;1;0
15632538;Watson;Female;32;31484.76;1;1
15632551;Buccho;Male;31;75335.68;1;0
15632575;Moore;Female;70;122996.76;1;1
15632576;Yashina;Male;31;77335.75;1;0
15632609;Burdekin;Female;39;32824.15;1;0
15632665;Yevseyev;Male;61;127804.66;0;1
15632669;Rees;Female;32;113666.48;1;1
15632736;Liang;Female;30;42933.26;1;1
15632789;Maclean;Male;30;24113.91;1;1
15632793;Wilkinson;Female;29;15336.40;1;1
15632816;Williams;Female;49;182765.14;1;1
15632826;Tardent;Male;38;89578.32;1;0
15632848;Ferrari;Female;36;116238.39;1;0
15632850;T'ang;Male;37;170338.35;1;1
15632859;Chukwudi;Male;36;138743.86;0;1
15632882;Konovalova;Male;37;29995.83;1;1
15632899;Nwankwo;Male;20;73107.53;0;0
15632967;Feng;Male;34;104703.96;1;1
15632977;Hsiao;Male;47;145789.71;0;0
15633043;Fedorova;Female;39;38410.74;0;0
15633059;Fanucci;Male;34;6534.18;0;0
15633064;Stonebraker;Female;36;64420.50;1;0
15633108;Thorpe;Male;26;164696.27;1;0
15633112;Madukaego;Male;42;9452.88;1;0
15633141;Robinson;Female;35;69079.85;1;0
15633181;Swinton;Male;31;125912.77;0;1
15633194;Osborne;Female;41;137510.41;1;1
15633213;Rizzo;Male;50;144366.83;0;0
15633227;Kenechukwu;Female;28;2803.89;0;0
15633233;McFarland;Male;56;118490.80;1;0
15633260;Dumetochukwu;Male;37;88669.89;0;1
15633274;Tai;Male;34;121904.14;1;0
15633283;Padovano;Male;35;64833.28;1;0
15633352;Okwukwe;Female;31;113167.17;1;0
15633378;Davidson;Female;49;178342.63;1;0
15633419;Brooks;Female;28;81723.80;1;0
15633461;Pai;Male;38;149599.62;1;1
15633474;Whitehead;Male;51;92406.22;1;1
15633516;Tucker;Male;42;168486.02;0;1
15633525;Payne;Male;29;125877.22;0;1
15633531;Lavrov;Female;76;68400.14;1;1
15633537;Nolan;Female;42;172572.64;1;0
15633546;Frederick;Female;33;195877.06;1;0
15633574;Montes;Female;41;128246.81;1;0
15633586;Brierly;Female;39;23305.01;0;0
15633608;Black;Male;33;55796.83;1;1
15633612;Yuryeva;Male;28;116471.43;1;1
15633640;Loewenthal;Female;52;89081.41;1;1
15633648;Jideofor;Female;51;55022.43;1;0
15633650;Woods;Female;41;4195.84;1;1
15633666;Efremov;Female;33;97794.71;1;0
15633729;Wang;Male;43;28332.00;1;1
15633818;McMillan;Male;32;133112.41;1;0
15633834;Milne;Female;28;146723.72;0;0
15633840;Henderson;Male;20;108301.45;1;1
15633854;Sun;Female;40;167889.10;1;0
15633866;Hsiung;Male;30;57896.27;1;1
15633870;Ozioma;Female;36;100750.03;1;1
15633877;Morrison;Female;42;75732.25;1;1
15633897;Owen;Male;39;184023.54;1;1
15633922;Gray;Male;30;144183.10;0;1
15633930;Yobachukwu;Female;56;140991.23;1;0
15633944;McKay;Male;32;14187.78;1;1
15633950;Yen;Male;41;123547.28;1;1
15634141;Shephard;Female;42;823.36;1;0
15634143;Onyemauchechi;Male;30;196582.28;0;0
15634146;Hou;Male;18;117632.63;1;1
15634180;Holden;Male;26;39356.38;1;0
15634218;Mancini;Male;27;132104.76;1;0
15634245;Muecke;Female;47;73294.48;1;0
15634262;Fantin;Male;34;21521.38;1;1
15634267;Yudin;Male;42;172665.21;1;0
15634281;P'an;Female;43;72861.94;0;0
15634295;Wilson;Male;35;5962.30;0;0
15634310;Ko;Male;30;180598.86;1;0
15634359;Dyer;Female;41;199970.74;1;0
15634373;Yang;Male;30;105155.66;0;1
15634375;Duncan;Female;36;83206.19;0;0
15634491;Kung;Male;30;152210.81;1;1
15634501;Wei;Male;60;174381.23;0;1
15634551;Williamson;Male;46;130752.01;1;0
15634564;Aksyonov;Male;31;176868.89;1;1
15634591;Saunders;Male;33;186281.00;1;1
15634602;Hargrave;Female;42;101348.88;1;1
15634606;Chinonyelum;Male;52;176913.42;1;1
15634628;Brown;Female;33;164608.98;0;0
15634632;Titus;Male;38;68487.51;1;0
15634719;Chinwendu;Male;31;183038.33;1;0
15634772;Mario;Female;59;84803.76;0;1
15634792;Weston;Female;40;33266.29;0;1
15634815;Hunt;Female;37;164268.28;1;1
15634844;Miller;Male;41;191468.78;1;0
15634891;Jamison;Female;43;194690.77;1;0
15634896;Grant;Female;39;27375.15;0;1
15634936;Chukwukadibia;Male;41;137180.95;1;1
15634949;Hay;Male;74;65532.17;1;1
15634950;Obiajulu;Male;57;126369.55;1;1
15634968;Hsueh;Female;37;71121.04;1;1
15634974;Seppelt;Female;37;131766.67;0;1
15635034;Aldrich;Male;37;34551.35;1;1
15635078;Chiemela;Male;45;187194.15;0;1
15635097;Okeke;Male;39;176142.09;0;1
15635116;Burgos;Male;60;177480.45;1;0
15635125;Findlay;Male;63;52198.84;1;1
15635141;Miller;Male;59;60192.14;0;0
15635143;Fennescey;Male;42;185543.35;0;1
15635177;Williamson;Female;66;70532.53;1;1
15635197;Glover;Male;26;3298.65;1;1
15635240;Onuoha;Male;42;23822.04;0;0
15635244;Ritchie;Female;29;98998.61;1;1
15635256;Arcuri;Male;31;159344.43;1;1
15635277;Coates;Male;47;189310.27;1;0
15635285;Taylor;Male;28;91055.27;1;1
15635364;Gray;Female;49;89729.30;1;1
15635367;Muir;Male;26;28415.36;1;0
15635388;Austin;Male;47;116286.25;1;0
15635396;Thompson;Female;29;141872.05;1;0
15635435;White;Female;54;5924.38;0;0
15635459;Shih;Female;27;3674.71;1;0
15635500;Seleznyov;Male;75;186655.11;0;1
15635502;Ch'iu;Male;44;159165.70;1;0
15635531;Boag;Female;30;185341.63;1;0
15635597;Echezonachukwu;Male;33;155294.17;1;1
15635598;Hsieh;Male;29;168023.60;0;0
15635660;Rossi;Male;30;105890.55;1;0
15635703;Chu;Female;39;193715.00;1;1
15635728;P'an;Male;41;156381.47;0;0
15635752;Lo;Male;38;102184.66;1;1
15635775;Watt;Male;33;6959.00;1;0
15635776;Trevisani;Female;43;151903.60;1;1
15635870;She;Female;50;192146.63;0;1
15635893;T'ien;Female;28;158545.25;1;1
15635905;Moran;Female;32;43001.46;1;1
15635939;Fenton;Female;39;116343.09;1;0
15635942;Thomson;Male;40;112465.19;1;0
15635964;Eve;Male;65;107563.16;1;0
15635972;Lloyd;Male;36;186136.48;1;0
15636016;Wreford;Female;34;131729.52;1;1
15636023;O'Donnell;Female;40;147093.84;1;1
15636024;Blackburn;Female;34;37898.91;1;1
15636061;Pope;Male;78;142566.75;1;1
15636069;Plummer;Male;28;1843.24;1;0
15636089;Hs?;Female;51;109718.44;0;0
15636105;Chung;Male;61;43982.41;1;1
15636238;Graham;Male;40;102547.56;1;1
15636330;Ch'in;Female;48;31580.80;1;0
15636353;Buchi;Male;35;9541.15;0;0
15636388;Abrego;Female;23;114603.96;1;0
15636395;King;Female;31;26817.23;1;0
15636396;Jackson;Female;35;193022.44;0;1
15636407;Beatham;Female;34;143357.03;1;0
15636423;Lei;Male;40;141359.11;1;1
15636428;Sutherland;Female;45;182784.11;1;0
15636444;Craig;Female;53;75888.65;1;1
15636454;Fu;Female;60;177355.80;1;0
15636478;Williams;Male;31;148689.13;1;1
15636520;Milani;Male;27;7900.46;0;0
15636521;Feng;Female;30;142210.94;1;1
15636541;Cartwright;Male;35;26796.73;0;1
15636548;Lung;Male;44;185992.36;0;0
15636551;Nixon;Female;29;31811.44;1;0
15636562;Muravyova;Male;44;62424.46;0;0
15636572;Christmas;Female;32;105969.05;1;1
15636589;Murray;Female;41;74275.08;1;1
15636590;Pisano;Male;46;65998.26;1;1
15636592;Iroawuchi;Male;35;36923.67;0;1
15636595;Loton;Male;37;153122.73;0;1
15636624;Nwabugwu;Female;39;14109.85;1;0
15636626;Morrison;Male;35;53511.74;1;1
15636634;Lindon;Female;25;93524.22;1;0
15636658;Rozhkova;Male;36;12067.39;1;1
15636673;Onwuatuegwu;Male;31;28257.63;1;1
15636684;Kirkland;Male;34;198637.34;1;1
15636700;Marsh;Male;39;146651.99;0;1
15636731;Ts'ai;Female;36;447.73;1;1
15636736;McLachlan;Female;53;156495.39;0;1
15636756;Marino;Male;23;189613.12;1;0
15636767;Yang;Female;32;22487.45;1;1
15636812;Rose;Male;40;29213.63;0;0
15636820;Loggia;Male;40;62027.90;1;0
15636860;Ch'eng;Male;43;71216.60;1;0
15636872;Amadi;Female;32;171482.56;0;0
15636912;Sneddon;Male;38;126253.31;1;0
15636935;Rischbieth;Female;29;132975.39;1;1
15636977;Trevisan;Male;36;119110.03;1;0
15636982;Weller;Female;43;103108.33;1;1
15636999;Mao;Male;38;77661.12;0;1
15637110;McCulloch;Female;35;82634.41;1;0
15637118;Burns;Male;33;103557.93;1;0
15637131;Fallaci;Male;38;30529.88;1;0
15637138;Murray;Male;34;9692.58;1;0
15637169;Maclean;Female;67;78310.04;1;1
15637178;Mishina;Female;45;128378.04;1;1
15637235;Knight;Male;33;91340.02;0;0
15637240;Wei;Male;46;94499.06;1;0
15637315;Melvin;Female;41;54342.83;1;0
15637324;Kay;Female;28;5177.62;0;1
15637354;Yobachukwu;Female;24;109470.34;1;1
15637366;Su;Female;25;126728.27;1;1
15637411;Tochukwu;Male;30;126551.65;0;1
15637414;Gell;Female;24;37147.61;0;1
15637427;Lu;Female;25;15306.29;1;1
15637428;Briggs;Male;35;13218.60;1;0
15637461;Ukaegbunam;Male;35;77951.84;1;0
15637476;Alexandrova;Female;57;9221.78;0;0
15637522;Shubina;Female;31;44001.11;0;1
15637593;Greco;Male;20;195486.28;1;0
15637599;Cremonesi;Female;44;28461.29;1;0
15637644;Hanson;Female;24;34335.55;0;1
15637646;Rowley;Male;31;61666.87;0;0
15637650;Williams;Male;50;13608.18;0;1
15637678;Ma;Male;35;155394.52;1;0
15637690;Houghton;Female;34;138906.85;1;0
15637717;Lockington;Male;41;43117.10;1;1
15637753;O'Sullivan;Male;50;77206.25;1;0
15637774;Fraser;Male;32;136301.10;0;0
15637788;Schmidt;Male;23;95583.45;1;0
15637829;Sharpe;Female;34;161559.12;0;1
15637857;Woolacott;Female;31;76456.17;0;1
15637876;Burns;Female;36;35817.97;0;0
15637891;Docherty;Female;43;20134.07;0;1
15637947;Wei;Male;32;111241.37;0;1
15637954;Lewis;Female;35;53718.28;1;1
15637977;Barese;Male;25;54372.37;0;0
15637979;Fuller;Female;36;78140.75;1;0
15637993;Pokrovsky;Male;36;46884.10;1;1
15638003;Komarova;Male;55;181534.04;0;1
15638028;Ifeanyichukwu;Male;31;143317.42;0;1
15638047;Chia;Female;45;34749.65;1;0
15638068;Thompson;Male;32;67926.18;1;0
15638149;Rowley;Male;37;197111.99;1;0
15638159;Trentino;Female;36;19825.09;0;0
15638231;Chung;Female;62;162889.10;1;1
15638247;Boan;Male;44;142287.65;1;0
15638257;P'an;Female;54;54132.93;1;1
15638269;Baresi;Male;67;108645.85;0;1
15638272;Tien;Male;32;120594.85;1;1
15638329;Uspensky;Male;25;168683.57;1;1
15638355;Woods;Female;35;156361.58;0;0
15638424;Glauert;Female;35;113656.85;0;1
15638463;Okwudilichukwu;Female;48;163581.67;1;1
15638487;She;Male;38;189143.94;0;1
15638494;Salinas;Female;39;96444.88;1;1
15638513;Palermo;Female;40;38019.74;0;0
15638607;Nwabugwu;Female;52;137332.37;1;0
15638610;Kennedy;Female;65;155799.86;1;0
15638621;Simmons;Male;39;40223.74;1;0
15638646;Lucchese;Female;43;95963.14;1;1
15638730;Macleod;Female;21;1408.68;0;1
15638751;Ashton;Female;41;81313.51;1;0
15638774;Chong;Female;40;182224.14;1;0
15638788;Mack;Male;32;199138.84;1;1
15638803;Donaldson;Female;32;131625.14;1;0
15638806;Blackburn;Male;49;10023.15;0;0
15638871;Ch'ang;Male;77;55829.25;1;1
15638882;Cardell;Female;62;48571.14;1;0
15638963;Garran;Female;22;28149.06;1;1
15638983;Jara;Female;38;127388.06;0;0
15638988;Fu;Male;54;94888.60;1;1
15638989;Lettiere;Female;25;51345.39;0;0
15639004;Chiemezie;Male;72;70783.61;1;1
15639049;Cartagena;Female;31;6120.84;0;1
15639077;Marchesi;Female;30;142342.55;1;0
15639117;Sorenson;Female;34;582.59;1;0
15639133;Ku;Female;50;129372.94;1;0
15639217;McKenzie;Male;34;100809.99;0;0
15639252;Shao;Male;30;19282.85;1;1
15639265;Isaacs;Male;54;112777.38;1;0
15639277;Lin;Female;41;13160.03;0;0
15639278;Chinomso;Female;36;169963.20;1;1
15639303;Moore;Male;48;133961.19;0;1
15639314;Cartwright;Male;32;9468.64;0;1
15639322;Grave;Male;33;98349.13;1;0
15639357;Allan;Male;46;178587.36;0;0
15639368;Pipes;Male;25;172576.56;0;0
15639415;Thompson;Male;35;183566.78;1;0
15639530;Buda;Male;42;168294.27;1;1
15639549;Jen;Female;33;88592.80;0;0
15639552;Mellor;Female;40;105052.90;0;0
15639576;Burns;Male;26;153228.00;1;0
15639590;Melendez;Female;30;156249.06;1;0
15639662;Phillips;Male;38;96.27;1;0
15639665;Herbert;Male;61;96202.44;1;1
15639669;Forbes;Male;36;155700.15;1;1
15639788;Yuan;Female;39;10553.31;1;0
15639882;She;Male;30;50771.16;1;0
15639946;Sazonova;Female;39;36051.46;1;0
15640034;Milligan;Male;42;43435.43;1;0
15640059;Smith;Male;40;70899.27;1;1
15640074;Barrett;Female;47;166650.90;0;0
15640078;Chambers;Female;39;173683.00;1;0
15640106;Mason;Male;40;193309.58;0;0
15640133;Pai;Female;34;185555.63;1;0
15640161;Calabrese;Male;44;139297.71;0;0
15640258;Chou;Female;50;50664.07;1;1
15640260;Okorie;Male;32;69428.79;1;1
15640266;Windsor;Male;41;95551.22;1;1
15640268;Avdeeva;Male;71;120107.10;1;1
15640280;Cameron;Male;39;151738.54;0;1
15640377;Goloubev;Female;36;97767.63;1;0
15640407;Chidiegwu;Male;45;131778.58;1;1
15640409;Carpenter;Female;46;87941.85;0;1
15640418;Omeokachie;Female;41;143544.48;1;0
15640421;Conway;Female;35;178.19;1;1
15640442;Standish;Male;31;41176.60;0;0
15640454;Parkhill;Male;40;27345.18;0;0
15640464;Parkes;Male;41;28427.84;1;1
15640491;Raff;Female;33;100447.53;1;0
15640507;Li;Female;35;47114.18;1;1
15640521;Chidumaga;Male;33;58844.84;1;0
15640580;Obiora;Female;47;187943.60;1;0
15640627;Wan;Male;34;170950.58;1;0
15640635;Capon;Male;29;172290.61;1;1
15640648;Howe;Male;36;19231.98;0;1
15640667;Yu;Female;41;126551.48;1;0
15640686;Greco;Male;46;98273.01;1;0
15640769;Hobbs;Male;63;42790.29;1;1
15640789;Butler;Male;38;141827.83;1;0
15640825;Loyau;Male;46;56297.85;1;1
15640846;Chibueze;Female;58;128881.87;1;0
15640852;McGregor;Female;39;7953.62;1;0
15640855;T'ien;Male;40;103396.08;1;0
15640865;Romano;Female;31;74641.90;1;1
15640866;Peng;Female;29;134462.29;0;1
15640905;Vasin;Female;35;8590.83;0;1
15640917;Tang;Male;43;48249.88;1;1
15640922;Demaine;Female;52;122782.50;1;1
15640953;Bligh;Female;26;120801.65;1;1
15641004;Doyne;Female;48;133486.36;0;1
15641007;Holden;Female;38;76042.48;1;1
15641009;Wilhelm;Male;37;79972.09;0;0
15641043;Scott;Male;35;78436.36;1;1
15641091;Onyemauchechukwu;Female;31;99537.68;0;0
15641110;Abron;Male;41;128400.62;1;0
15641114;Power;Male;37;120031.29;1;1
15641122;Wei;Male;30;83473.82;1;0
15641136;Davison;Male;32;77965.44;0;1
15641158;Belcher;Male;32;63981.37;1;0
15641170;Liang;Male;36;173016.46;0;0
